Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Senior Consultant,45%,207,1897,0.109119663,Medical & Healthcare
Senior Copywriter,10%,1093,4755,0.229863302,Leadership & Strategy
Senior Credit Analyst,25%,571,1601,0.356652092,Supply Chain & Logistics
Senior Data Analyst,45%,198,1846,0.107258938,Communication & PR
Senior Database Administrator,30%,211,1749,0.120640366,Sales & Marketing
Senior Design Engineer,50%,163,1621,0.100555213,Hospitality
Senior Designer,25%,907,2523,0.359492667,Communication & PR
Senior Editor,20%,412,2716,0.151693667,Data & IT
Senior Electrical Engineer,30%,160,1263,0.126682502,Hospitality
Senior Engineer,30%,160,1427,0.112123336,Communication & PR
Senior Executive Assistant,15%,798,3866,0.206414899,Law Enforcement
Senior Finance Manager,10%,781,3525,0.221560284,Communication & PR
Senior Financial Analyst,20%,261,1986,0.13141994,Administrative & Clerical
Senior Graphic Designer,35%,857,3006,0.285096474,Law Enforcement
Senior Instructional Designer,20%,343,2385,0.143815514,Hospitality
Senior Interior Designer,20%,226,1784,0.126681614,Construction
Senior Manager,15%,1174,4360,0.269266055,Sales & Marketing
Senior Manufacturing Engineer,30%,214,1348,0.158753709,Leadership & Strategy
Senior Marketing Manager,45%,226,2031,0.111275234,Communication & PR
Senior Mechanical Design Engineer,30%,161,1285,0.125291829,Data & IT
Senior Mechanical Engineer,30%,160,1263,0.126682502,Administrative & Clerical
Senior Merchandiser,29%,616,1598,0.385481852,Administrative & Clerical
Senior Network Engineer,40%,609,1807,0.33702269,Sales & Marketing
Senior Operations Manager,23%,260,1861,0.139709833,Communication & PR
Senior Paralegal,40%,432,1578,0.273764259,Leadership & Strategy
Senior Pastor,5%,661,2600,0.254230769,Supply Chain & Logistics
Senior Pharmacy Technician,50%,46,506,0.090909091,Administrative & Clerical
Senior Planner,25%,604,1618,0.373300371,Supply Chain & Logistics
Senior Process Engineer,25%,482,1417,0.340155258,Communication & PR
Senior Product Manager,50%,161,1257,0.128082737,Sales & Marketing
Senior Program Manager,15%,1213,5052,0.24010293,Communication & PR
Senior Programmer,50%,217,1894,0.114572334,Administrative & Clerical
Senior Project Engineer,25%,483,1415,0.341342756,Data & IT
Senior Quality Engineer,30%,189,1573,0.120152575,Communication & PR
Senior Recruiter,45%,217,2002,0.108391608,Law Enforcement
Senior Sales Executive,35%,973,3033,0.320804484,Communication & PR
Senior Sales Manager,35%,263,2064,0.127422481,Data & IT
Senior Scientist,20%,200,1750,0.114285714,Law Enforcement
Senior Software Developer,25%,952,2436,0.390804598,Law Enforcement
Senior Software Engineer,25%,950,2434,0.390304026,Construction
Senior Staff Accountant,15%,941,3944,0.238590264,Sales & Marketing
Senior Structural Engineer,25%,476,1400,0.34,Administrative & Clerical
Senior Systems Administrator,45%,186,1836,0.10130719,Leadership & Strategy
Senior Systems Analyst,55%,155,1123,0.138023152,Construction
Senior Systems Engineer,60%,129,1344,0.095982143,Hospitality
Senior Tax Accountant,15%,1032,4050,0.254814815,Law Enforcement
Senior Technical Writer,20%,1358,5371,0.252839322,Construction
Senior Treasury Analyst,15%,1052,4104,0.256335283,Construction
Senior Vice President,15%,1065,4113,0.258935084,Communication & PR
Senior Web Developer,20%,273,1673,0.163179916,Construction
Sensor Operator,30%,119,992,0.119959677,Data & IT
Seo Consultant,61%,166,1338,0.12406577,Hospitality
Seo Manager,60%,166,1334,0.124437781,Communication & PR
Seo Specialist,60%,168,1356,0.123893805,Data & IT
Server,40%,206,666,0.309309309,Medical & Healthcare
Server Administrator,25%,884,2331,0.379236379,Construction
Server Assistant,40%,246,708,0.347457627,Supply Chain & Logistics
Server Engineer,40%,566,1757,0.322140011,Communication & PR
Service Advisor,45%,192,1798,0.106785317,Supply Chain & Logistics
Service Assistant,30%,187,1033,0.181026137,Medical & Healthcare
Service Cashier,30%,118,784,0.150510204,Communication & PR
Service Consultant,25%,601,1719,0.349621873,Hospitality
Service Coordinator,30%,227,1473,0.154107264,Supply Chain & Logistics
Service Delivery Manager,40%,772,2336,0.330479452,Medical & Healthcare
Service Desk Analyst,40%,772,2319,0.332902113,Hospitality
Service Desk Manager,10%,987,4376,0.225548446,Law Enforcement
Service Desk Technician,30%,348,2446,0.142273099,Hospitality
Service Director,30%,222,1846,0.120260022,Construction
Service Engineer,45%,157,1594,0.098494354,Medical & Healthcare
Service Manager,50%,114,911,0.125137212,Construction
Service Representative,10%,752,3392,0.221698113,Administrative & Clerical
Service Technician,30%,119,1006,0.118290258,Communication & PR
Service Worker,20%,81,580,0.139655172,Medical & Healthcare
Service Writer,20%,350,2494,0.140336808,Administrative & Clerical
Set Designer,15%,1131,4772,0.237007544,Law Enforcement
Sewing,40%,143,512,0.279296875,Data & IT
Sewing Machine Operator,25%,210,758,0.277044855,Leadership & Strategy
Sharepoint Administrator,35%,1002,3274,0.306047648,Administrative & Clerical
Sharepoint Consultant,40%,734,2255,0.325498891,Communication & PR
Sharepoint Developer,45%,174,1779,0.097807757,Medical & Healthcare
Sheet Metal Mechanic,20%,79,933,0.084673098,Construction
Sheriff,20%,65,361,0.180055402,Hospitality
Shift Engineer,25%,339,1086,0.312154696,Leadership & Strategy
Shift Leader,15%,996,3933,0.2532418,Sales & Marketing
Shift Manager,35%,233,1888,0.123411017,Hospitality
Shift Supervisor,15%,721,3260,0.221165644,Construction
Ship Fitter,20%,69,876,0.078767123,Sales & Marketing
Shipping,65%,107,711,0.150492264,Supply Chain & Logistics
Shipping Clerk,60%,141,1102,0.127949183,Sales & Marketing
Shipping Coordinator,60%,160,1175,0.136170213,Hospitality
Shipping Manager,25%,642,1722,0.3728223,Construction
Shipping Supervisor,45%,191,1812,0.105408389,Administrative & Clerical
Shop Foreman,40%,307,1152,0.266493056,Sales & Marketing
Shop Manager,35%,238,1929,0.12337999,Communication & PR
Shopper,25%,366,1162,0.314974182,Construction
Short Order Cook,20%,56,825,0.067878788,Supply Chain & Logistics
Showroom Manager,10%,1011,4346,0.232627704,Construction
Shuttle Bus Driver,40%,93,412,0.225728155,Administrative & Clerical
Shuttle Driver,40%,95,416,0.228365385,Leadership & Strategy
Sign Language Interpreter,25%,288,895,0.321787709,Medical & Healthcare
Signal Maintainer,15%,115,440,0.261363636,Communication & PR
Signing Agent,15%,333,1851,0.179902755,Communication & PR
Simulation Engineer,37%,667,2285,0.29190372,Law Enforcement
Singer,5%,686,2798,0.245175125,Data & IT
Site Engineer,40%,461,1551,0.297227595,Administrative & Clerical
Ski Patrol,20%,46,287,0.160278746,Medical & Healthcare
Skip Tracer,60%,103,745,0.138255034,Supply Chain & Logistics
Sleep Technician,30%,82,546,0.15018315,Medical & Healthcare
Slot Attendant,30%,58,375,0.154666667,Sales & Marketing
Slot Technician,20%,70,900,0.077777778,Hospitality
Small Business Consultant,20%,260,2020,0.128712871,Supply Chain & Logistics
Small Engine Mechanic,25%,222,782,0.283887468,Construction
Smt Operator,30%,106,848,0.125,Administrative & Clerical
Soccer Coach,15%,407,1729,0.235396183,Communication & PR
Social Media Analyst,55%,247,2115,0.11678487,Law Enforcement
Social Media Assistant,20%,392,2696,0.145400593,Construction
Social Media Consultant,55%,241,2114,0.114001892,Construction
Social Media Coordinator,20%,402,2716,0.148011782,Sales & Marketing
Social Media Director,25%,1009,3039,0.332017111,Hospitality
Social Media Marketing,55%,259,2183,0.118644068,Sales & Marketing
Social Media Marketing Manager,45%,256,2272,0.112676056,Data & IT
Social Media Strategist,45%,997,3490,0.285673352,Construction
Social Science Teacher,5%,704,3177,0.221592698,Leadership & Strategy
Social Scientist,10%,856,3574,0.239507555,Sales & Marketing
Social Service,10%,916,4142,0.221149203,Law Enforcement
Social Service Worker,10%,908,4129,0.219907968,Construction
Social Services Assistant,20%,195,1500,0.13,Communication & PR
Social Services Specialist,25%,615,1771,0.347261434,Leadership & Strategy
Social Studies Teacher,5%,699,3145,0.222257552,Medical & Healthcare
Social Work Assistant,30%,173,1177,0.146983857,Leadership & Strategy
Social Work Case Manager,25%,199,1530,0.130065359,Construction
Social Worker,20%,886,3413,0.259595664,Law Enforcement
Social Worker Assistant,20%,184,1062,0.173258004,Data & IT
Software Analyst,30%,279,2092,0.133365201,Supply Chain & Logistics
Software Architect,20%,258,1530,0.168627451,Sales & Marketing
Software Developer,25%,946,2429,0.389460683,Sales & Marketing
Software Development Engineer,20%,263,1617,0.162646877,Hospitality
Software Development Manager,15%,1238,4840,0.255785124,Leadership & Strategy
Software Engineer,60%,133,1342,0.099105812,Communication & PR
Software Engineering Manager,15%,1235,4837,0.255323548,Medical & Healthcare
Software Manager,20%,275,1986,0.138469285,Communication & PR
Software Product Manager,70%,181,1472,0.122961957,Administrative & Clerical
Software Programmer,50%,219,1900,0.115263158,Leadership & Strategy
Software Project Manager,75%,175,1442,0.121359223,Leadership & Strategy
Software Qa Engineer,50%,277,2231,0.12415957,Construction
Software Quality Assurance,50%,275,2220,0.123873874,Sales & Marketing
Software Quality Assurance Engineer,50%,276,2219,0.124380352,Hospitality
Software Support Engineer,30%,286,2083,0.137301968,Law Enforcement
Software Test Engineer,50%,272,2209,0.123132639,Communication & PR
Software Tester,50%,272,2209,0.123132639,Data & IT
Software Trainer,40%,800,2642,0.302800908,Hospitality
Soil Scientist,20%,168,1510,0.111258278,Construction
Solar Engineer,30%,153,1201,0.127393838,Leadership & Strategy
Solar Installer,10%,198,822,0.240875912,Medical & Healthcare
Solar Panel Installer,10%,194,813,0.238622386,Supply Chain & Logistics
Solar Sales,70%,128,1153,0.111014744,Leadership & Strategy
Solar Technician,10%,194,815,0.23803681,Law Enforcement
Solution Architect,50%,205,1543,0.132858069,Supply Chain & Logistics
Solutions Architect,40%,774,2301,0.336375489,Data & IT
Solutions Consultant,40%,836,2528,0.330696203,Data & IT
Solutions Engineer,25%,904,2370,0.381434599,Supply Chain & Logistics
Sommelier,10%,299,1202,0.24875208,Data & IT
Sonographer,65%,57,412,0.138349515,Administrative & Clerical
Sound Designer,25%,814,2667,0.305211849,Supply Chain & Logistics
Sound Engineer,25%,798,2599,0.30704117,Law Enforcement
Sound Technician,40%,424,1317,0.321943812,Leadership & Strategy
Sourcing Analyst,55%,151,1204,0.125415282,Hospitality
Sourcing Manager,30%,239,1848,0.129329004,Hospitality
Sourcing Specialist,50%,148,1195,0.123849372,Sales & Marketing
Sous Chef,25%,293,966,0.303312629,Sales & Marketing
Spa Attendant,20%,76,468,0.162393162,Law Enforcement
Spa Coordinator,10%,631,2500,0.2524,Leadership & Strategy
Spa Director,20%,96,539,0.178107607,Construction
Spa Manager,5%,420,2080,0.201923077,Administrative & Clerical
Spa Receptionist,30%,128,813,0.157441574,Law Enforcement
Space Planner,60%,162,1553,0.104314231,Data & IT
Spanish Interpreter,50%,122,1051,0.116079924,Medical & Healthcare
Spanish Teacher,5%,731,3322,0.220048164,Supply Chain & Logistics
Spanish Tutor,10%,589,2853,0.206449352,Administrative & Clerical
Speaker,10%,1128,4578,0.246395806,Leadership & Strategy
Special Agent,85%,45,462,0.097402597,Supply Chain & Logistics
Special Education Aide,30%,122,807,0.1511772,Communication & PR
Special Education Assistant,30%,121,806,0.150124069,Data & IT
Special Education Coordinator,25%,429,1280,0.33515625,Supply Chain & Logistics
Special Education Paraprofessional,30%,121,806,0.150124069,Administrative & Clerical
Special Education Teacher,10%,697,2903,0.240096452,Leadership & Strategy
Special Educator,10%,683,2612,0.261485452,Medical & Healthcare
Special Events Coordinator,35%,1071,3790,0.282585752,Hospitality
Special Events Manager,35%,1049,3671,0.285753201,Data & IT
Special Needs Teacher,15%,940,3542,0.265386787,Law Enforcement
Special Police Officer,10%,255,1044,0.244252874,Construction
Specialist,55%,169,1195,0.141422594,Law Enforcement
Specimen Processor,40%,325,1144,0.284090909,Communication & PR
Speech Language Pathologist,5%,805,3328,0.241887019,Sales & Marketing
Speech Language Pathology Assistant,10%,799,3313,0.241171144,Data & IT
Speech Pathologist,10%,803,3327,0.241358581,Administrative & Clerical
Speech Pathologist Assistant,20%,106,709,0.149506347,Construction
Speech Pathology Assistant,10%,794,3300,0.240606061,Leadership & Strategy
Speech Therapist,5%,794,3311,0.239806705,Hospitality
Speech Therapy Assistant,5%,782,3282,0.238269348,Communication & PR
Speech Writer,10%,1101,4636,0.237489215,Leadership & Strategy
Sponsor,10%,863,3787,0.227884869,Medical & Healthcare
Sports,25%,575,1415,0.406360424,Supply Chain & Logistics
Sports Analyst,70%,9,50,0.18,Communication & PR
Sports Anchor,10%,1096,4512,0.242907801,Medical & Healthcare
Sports Coordinator,30%,199,1541,0.129136924,Leadership & Strategy
Sports Director,25%,672,1656,0.405797101,Medical & Healthcare
Sports Information Director,40%,474,1798,0.263626251,Communication & PR
Sports Medicine Physician,12%,480,1983,0.242057489,Sales & Marketing
Sports Nutritionist,20%,105,692,0.151734104,Construction
Sports Photographer,20%,187,1412,0.132436261,Sales & Marketing
Sports Physical Therapist,5%,494,2640,0.187121212,Data & IT
Sports Producer,20%,322,2379,0.135350988,Leadership & Strategy
Sports Psychologist,5%,722,3206,0.225202745,Communication & PR
Sports Reporter,10%,1121,4583,0.244599607,Supply Chain & Logistics
Sports Writer,20%,1247,4990,0.2498998,Sales & Marketing
Spotter,10%,241,910,0.264835165,Medical & Healthcare
Sprinkler Fitter,10%,86,318,0.270440252,Construction
Sql Analyst,80%,212,1761,0.120386144,Hospitality
Sql Data Analyst,65%,250,1459,0.17135024,Data & IT
Sql Database Administrator,60%,149,1090,0.136697248,Data & IT
Sql Database Developer,70%,10,49,0.204081633,Supply Chain & Logistics
Sql Dba,60%,147,1447,0.101589496,Law Enforcement
Sql Developer,70%,10,49,0.204081633,Law Enforcement
Sql Programmer,85%,179,1665,0.107507508,Administrative & Clerical
Sql Server Dba,60%,148,1455,0.101718213,Construction
Sql Server Developer,70%,10,49,0.204081633,Construction
Staff Accountant,20%,248,1893,0.13100898,Leadership & Strategy
Staff Assistant,20%,303,2266,0.133715799,Communication & PR
Staff Attorney,30%,135,1167,0.115681234,Supply Chain & Logistics
Staff Auditor,45%,184,1848,0.0995671,Medical & Healthcare
Staff Engineer,15%,1162,4576,0.253933566,Supply Chain & Logistics
Staff Nurse,35%,236,841,0.280618312,Medical & Healthcare
Staff Pharmacist,12%,549,2329,0.235723486,Hospitality
Staff Writer,20%,357,2162,0.165124884,Medical & Healthcare
Staffing Consultant,40%,678,2192,0.309306569,Leadership & Strategy
Staffing Coordinator,40%,684,2278,0.300263389,Medical & Healthcare
Staffing Manager,40%,682,2269,0.30057294,Supply Chain & Logistics
Staffing Recruiter,35%,870,2826,0.307855626,Law Enforcement
Staffing Specialist,40%,685,2281,0.300306883,Law Enforcement
Stage Hand,30%,76,879,0.086461889,Law Enforcement
Stage Technician,20%,103,1064,0.096804511,Communication & PR
Starter,5%,266,1126,0.236234458,Supply Chain & Logistics
State Trooper,5%,242,1347,0.1796585,Law Enforcement
Stationary Engineer,15%,117,503,0.232604374,Law Enforcement
Statistical Analyst,75%,166,1087,0.152713891,Communication & PR
Statistical Programmer,80%,187,1669,0.11204314,Administrative & Clerical
Statistician,50%,165,1537,0.107351984,Construction
Steamfitter,17%,486,2023,0.240237271,Data & IT
Steel Worker,17%,483,1917,0.251956182,Administrative & Clerical
Stenographer,75%,8,49,0.163265306,Hospitality
Sterile Processing Technician,40%,274,1052,0.260456274,Data & IT
Steward,10%,374,1839,0.203371397,Medical & Healthcare
Stitcher,10%,232,1451,0.159889731,Law Enforcement
Stock Clerk,25%,151,1036,0.145752896,Administrative & Clerical
Stock Manager,35%,661,2265,0.29183223,Communication & PR
Stocker,25%,285,1041,0.273775216,Supply Chain & Logistics
Stockroom Associate,30%,175,1239,0.141242938,Medical & Healthcare
Stockroom Clerk,20%,183,1350,0.135555556,Supply Chain & Logistics
Storage Engineer,40%,403,1672,0.241028708,Leadership & Strategy
Storage Manager,25%,499,1415,0.352650177,Medical & Healthcare
Store Assistant,20%,210,1097,0.191431176,Administrative & Clerical
